Theta1,Theta1_dot, Theta2, Theta2_dot
10.330058,5.498618,14.417059,12.686475
10.357742,5.422580,14.480897,12.749586
10.385041,5.343570,14.545054,12.815212
10.411941,5.261559,14.609544,12.883559
10.438428,5.176528,14.674380,12.954864
10.464484,5.088467,14.739578,13.029399
10.490096,4.997378,14.805154,13.107472
10.515248,4.903275,14.871127,13.189431
10.539925,4.806189,14.937517,13.275665
10.564111,4.706170,15.004344,13.366601
10.587793,4.603285,15.071635,13.462708
10.610954,4.497629,15.139415,13.564491
10.633583,4.389322,15.207714,13.672488
10.655664,4.278516,15.276563,13.787264
10.677187,4.165398,15.345996,13.909399
10.698138,4.050198,15.416053,14.039476
10.718509,3.933190,15.486772,14.178062
10.738290,3.814699,15.558197,14.325687
10.757474,3.695106,15.630375,14.482815
10.776056,3.574857,15.703353,14.649809
10.794032,3.454459,15.777181,14.826896
10.811403,3.334495,15.851909,15.014120
10.828171,3.215617,15.927590,15.211294
10.844342,3.098554,16.004272,15.417955
10.859925,2.984111,16.082002,15.633308
10.874935,2.873163,16.160824,15.856183
10.889390,2.766654,16.240774,16.084994
10.903313,2.665587,16.321881,16.317710
10.916731,2.571014,16.404161,16.551843
10.929679,2.484026,16.487621,16.784458
10.942194,2.405730,16.572250,17.012200
10.954323,2.337239,16.658021,17.231361
10.966114,2.279644,16.744887,17.437965
10.977623,2.233994,16.832783,17.627887
10.988912,2.201272,16.921623,17.797000
11.000044,2.182368,17.011297,17.941333
11.011092,2.178056,17.101679,18.057249
11.022128,2.188966,17.192624,18.141610
11.033229,2.215566,17.283970,18.191933
11.044475,2.258135,17.375546,18.206517
11.055946,2.316756,17.467171,18.184528
11.067722,2.391294,17.558660,18.126026
11.079884,2.481400,17.649830,18.031944
11.092509,2.586508,17.740503,17.904006
11.105672,2.705847,17.830510,17.744601
11.119444,2.838451,17.919694,17.556606
11.133892,2.983191,18.007913,17.343203
11.149075,3.138794,18.095042,17.107672
11.165048,3.303882,18.180971,16.853210
11.181856,3.477006,18.265606,16.582764
11.199539,3.656679,18.348868,16.298904
11.218130,3.841416,18.430691,16.003739
11.237653,4.029759,18.511019,15.698865
11.258125,4.220310,18.589803,15.385370
11.279556,4.411750,18.667001,15.063855
11.301950,4.602856,18.742572,14.734486
11.325305,4.792513,18.816476,14.397069
11.349612,4.979717,18.888672,14.051122
11.374859,5.163578,18.959117,13.695954
11.401028,5.343315,19.027764,13.330740
11.428098,5.518255,19.094561,12.954582
11.456044,5.687821,19.159453,12.566572
11.484839,5.851525,19.222380,12.165828
11.514454,6.008958,19.283278,11.751533
11.544856,6.159783,19.342076,11.322959
11.576011,6.303723,19.398704,10.879479
11.607886,6.440555,19.453086,10.420583
11.640443,6.570098,19.505144,9.945880
11.673647,6.692209,19.554799,9.455098
11.707459,6.806777,19.601969,8.948094
11.741842,6.913717,19.646573,8.424845
11.776756,7.012962,19.688529,7.885460
11.812163,7.104469,19.727757,7.330179
11.848024,7.188208,19.764176,6.759383
11.884299,7.264167,19.797709,6.173602
11.920950,7.332352,19.828281,5.573530
11.957937,7.392789,19.855820,4.960038
11.995221,7.445526,19.880260,4.334189
12.032763,7.490642,19.901541,3.697253
12.070524,7.528249,19.919606,3.050722
12.108467,7.558501,19.934409,2.396317
12.146556,7.581598,19.945912,1.735992
12.184753,7.597795,19.954087,1.071932
12.223024,7.607406,19.958918,0.406535
12.261336,7.610809,19.960399,-0.257607
12.299659,7.608440,19.958539,-0.917742
12.337962,7.600801,19.953361,-1.571003
12.376221,7.588442,19.944903,-2.214454
12.414412,7.571957,19.933215,-2.845138
12.452514,7.551968,19.918367,-3.460133
12.490510,7.529106,19.900438,-4.056588
12.528387,7.503994,19.879525,-4.631759
12.566133,7.477226,19.855738,-5.183030
12.603740,7.449350,19.829199,-5.707922
12.641204,7.420851,19.800043,-6.204087
12.678522,7.392145,19.768418,-6.669304
12.715693,7.363567,19.734480,-7.101464
12.752718,7.335372,19.698398,-7.498561
12.789600,7.307739,19.660350,-7.858688
12.826342,7.280774,19.620523,-8.180050
12.862947,7.254522,19.579114,-8.460977
12.899418,7.228974,19.536327,-8.699958
12.935761,7.204083,19.492374,-8.895683
12.971977,7.179771,19.447473,-9.047089
13.008071,7.155939,19.401849,-9.153405
13.044043,7.132480,19.355727,-9.214204
13.079897,7.109283,19.309337,-9.229438
13.115634,7.086240,19.262907,-9.199462
13.151253,7.063249,19.216665,-9.125056
13.186756,7.040216,19.170832,-9.007412
13.222142,7.017057,19.125626,-8.848122
13.257410,6.993693,19.081254,-8.649144
13.292559,6.970049,19.037913,-8.412756
13.327587,6.946050,18.995791,-8.141505
13.362494,6.921619,18.955060,-7.838147
13.397275,6.896667,18.915879,-7.505592
13.431929,6.871097,18.878393,-7.146851
13.466451,6.844796,18.842730,-6.764980
13.500840,6.817634,18.809005,-6.363045
13.535089,6.789466,18.777316,-5.944084
13.569193,6.760136,18.747746,-5.511077
13.603148,6.729477,18.720362,-5.066923
13.636945,6.697319,18.695219,-4.614425
13.670578,6.663494,18.672356,-4.156264
13.704037,6.627842,18.651799,-3.694991
13.737314,6.590221,18.633562,-3.233004
13.770400,6.550507,18.617646,-2.772541
13.803282,6.508604,18.604042,-2.315657
13.835951,6.464440,18.592730,-1.864219
13.868395,6.417974,18.583682,-1.419895
13.900603,6.369196,18.576861,-0.984148
13.932563,6.318119,18.572222,-0.558235
13.964264,6.264783,18.569715,-0.143214
13.995694,6.209252,18.569286,0.260053
14.026843,6.151603,18.570874,0.650889
14.057701,6.091932,18.574416,1.028784
14.088256,6.030343,18.579847,1.393385
14.118501,5.966948,18.587101,1.744475
14.148425,5.901866,18.596109,2.081957
14.178021,5.835213,18.606802,2.405838
14.207281,5.767109,18.619113,2.716211
14.236197,5.697668,18.632975,3.013240
14.264763,5.627004,18.648318,3.297148
14.292974,5.555223,18.665079,3.568199
14.320822,5.482429,18.683193,3.826694
14.348305,5.408717,18.702597,4.072954
14.375416,5.334178,18.723229,4.307319
14.402152,5.258897,18.745029,4.530137
14.428510,5.182950,18.767941,4.741757
14.454485,5.106413,18.791908,4.942531
14.480076,5.029351,18.816876,5.132804
14.505279,4.951826,18.842792,5.312915
14.530093,4.873896,18.869605,5.483194
14.554514,4.795614,18.897266,5.643964
14.578543,4.717029,18.925727,5.795533
14.602176,4.638187,18.954942,5.938202
14.625413,4.559129,18.984868,6.072262
14.648253,4.479896,19.015459,6.197992
14.670695,4.400526,19.046676,6.315662
14.692738,4.321053,19.078477,6.425536
14.714382,4.241512,19.110823,6.527868
14.735626,4.161935,19.143677,6.622905
14.756470,4.082352,19.177003,6.710891
14.776915,4.002796,19.210764,6.792062
14.796960,3.923294,19.244926,6.866651
14.816606,3.843877,19.279458,6.934890
14.835852,3.764574,19.314326,6.997005
14.854701,3.685413,19.349501,7.053223
14.873151,3.606424,19.384952,7.103767
14.891205,3.527634,19.420653,7.148862
14.908863,3.449073,19.456574,7.188731
14.926127,3.370770,19.492691,7.223598
14.942997,3.292753,19.528978,7.253685
14.959475,3.215053,19.565411,7.279216
14.975563,3.137699,19.601968,7.300415
14.991262,3.060719,19.638628,7.317504
15.006574,2.984145,19.675369,7.330707
15.021502,2.908006,19.712173,7.340246
15.036047,2.832333,19.749021,7.346342
15.050212,2.757154,19.785897,7.349218
15.063999,2.682501,19.822784,7.349091
15.077411,2.608404,19.859667,7.346178
15.090451,2.534891,19.896533,7.340695
15.103122,2.461994,19.933370,7.332851
15.115426,2.389741,19.970165,7.322856
15.127368,2.318162,20.006908,7.310912
15.138949,2.247285,20.043590,7.297219
15.150175,2.177141,20.080201,7.281970
15.161048,2.107756,20.116736,7.265355
15.171573,2.039158,20.153186,7.247556
15.181753,1.971375,20.189546,7.228749
15.191593,1.904434,20.225812,7.209102
15.201096,1.838361,20.261979,7.188777
15.210268,1.773182,20.298045,7.167928
15.219113,1.708921,20.334007,7.146701
15.227634,1.645603,20.369863,7.125235
15.235838,1.583252,20.405612,7.103657
15.243729,1.521892,20.441254,7.082089
15.251312,1.461543,20.476789,7.060643
15.258592,1.402229,20.512219,7.039422
15.265575,1.343969,20.547544,7.018520
15.272265,1.286784,20.582765,6.998022
15.278668,1.230694,20.617886,6.978005
15.284790,1.175717,20.652909,6.958538
15.290636,1.121870,20.687837,6.939679
15.296212,1.069172,20.722673,6.921480
15.301525,1.017637,20.757420,6.903984
15.306578,0.967281,20.792082,6.887226
15.311380,0.918119,20.826663,6.871236
15.315935,0.870164,20.861166,6.856033
15.320250,0.823430,20.895596,6.841633
15.324331,0.777929,20.929957,6.828043
15.328184,0.733671,20.964253,6.815266
15.331816,0.690667,20.998488,6.803298
15.335232,0.648928,21.032666,6.792134
15.338440,0.608462,21.066792,6.781759
15.341445,0.569277,21.100868,6.772159
15.344255,0.531382,21.134900,6.763315
15.346875,0.494783,21.168891,6.755204
15.349312,0.459486,21.202844,6.747804
15.351573,0.425498,21.236764,6.741088
15.353664,0.392823,21.270653,6.735029
15.355593,0.361466,21.304515,6.729601
15.357364,0.331431,21.338353,6.724776
15.358986,0.302722,21.372170,6.720528
15.360465,0.275342,21.405970,6.716830
15.361808,0.249293,21.439754,6.713659
15.363021,0.224578,21.473525,6.710991
15.364111,0.201199,21.507286,6.708807
15.365084,0.179157,21.541040,6.707089
15.365949,0.158454,21.574789,6.705823
15.366710,0.139091,21.608534,6.704999
15.367376,0.121068,21.642279,6.704610
15.367952,0.104386,21.676025,6.704654
15.368445,0.089046,21.709775,6.705132
15.368863,0.075048,21.743530,6.706053
15.369212,0.062391,21.777294,6.707426
15.369499,0.051075,21.811067,6.709271
15.369730,0.041101,21.844854,6.711609
15.369912,0.032468,21.878656,6.714469
15.370052,0.025175,21.912476,6.717884
15.370157,0.019221,21.946316,6.721894
15.370233,0.014606,21.980181,6.726545
15.370288,0.011329,22.014072,6.731886
15.370327,0.009388,22.047994,6.737975
15.370358,0.008783,22.081951,6.744873
15.370387,0.009512,22.115946,6.752650
15.370421,0.011572,22.149984,6.761377
15.370467,0.014963,22.184070,6.771133
15.370531,0.019682,22.218210,6.782001
15.370619,0.025726,22.252408,6.794069
15.370740,0.033093,22.286671,6.807431
15.370899,0.041780,22.321005,6.822181
15.371102,0.051782,22.355419,6.838422
15.371357,0.063097,22.389918,6.856256
15.371670,0.075718,22.424512,6.875790
15.372048,0.089640,22.459208,6.897134
15.372496,0.104859,22.494017,6.920400
15.373022,0.121367,22.528947,6.945701
15.373632,0.139156,22.564009,6.973150
15.374333,0.158218,22.599214,7.002863
15.375130,0.178544,22.634574,7.034954
15.376030,0.200124,22.670100,7.069538
15.377040,0.222945,22.705805,7.106726
15.378165,0.246995,22.741702,7.146630
15.379411,0.272259,22.777804,7.189356
15.380786,0.298723,22.814126,7.235009
15.382294,0.326368,22.850683,7.283689
15.383942,0.355175,22.887489,7.335490
15.385735,0.385124,22.924561,7.390501
15.387679,0.416191,22.961914,7.448803
15.389780,0.448352,22.999565,7.510470
15.392043,0.481579,23.037530,7.575566
15.394473,0.515842,23.075827,7.644148
15.397076,0.551109,23.114473,7.716258
15.399857,0.587345,23.153485,7.791929
15.402820,0.624510,23.192882,7.871181
15.405970,0.662563,23.232680,7.954017
15.409312,0.701460,23.272899,8.040426
15.412849,0.741150,23.313555,8.130382
15.416586,0.781582,23.354666,8.223837
15.420527,0.822698,23.396249,8.320727
15.424674,0.864436,23.438321,8.420966
15.429032,0.906730,23.480899,8.524444
15.433602,0.949508,23.523999,8.631029
15.438387,0.992695,23.567636,8.740564
15.443390,1.036207,23.611824,8.852864
15.448611,1.079958,23.656576,8.967717
15.454053,1.123854,23.701906,9.084882
15.459715,1.167794,23.747825,9.204087
15.465598,1.211673,23.794342,9.325028
15.471702,1.255380,23.841465,9.447371
15.478026,1.298797,23.889202,9.570746
15.484568,1.341798,23.937556,9.694753
15.491327,1.384256,23.986532,9.818958
15.498299,1.426033,24.036128,9.942893
15.505481,1.466989,24.086343,10.066062
15.512869,1.506980,24.137174,10.187937
15.520458,1.545855,24.188613,10.307964
15.528242,1.583463,24.240650,10.425563
15.536216,1.619648,24.293272,10.540136
15.544371,1.654253,24.346464,10.651067
15.552700,1.687123,24.400207,10.757729
15.561195,1.718102,24.454479,10.859491
15.569845,1.747037,24.509255,10.955722
15.578640,1.773778,24.564507,11.045801
15.587569,1.798183,24.620203,11.129121
15.596621,1.820114,24.676308,11.205102
15.605782,1.839442,24.732787,11.273193
15.615041,1.856052,24.789597,11.332888
15.624382,1.869835,24.846698,11.383725
15.633792,1.880699,24.904043,11.425302
15.643256,1.888566,24.961586,11.457278
15.652759,1.893374,25.019279,11.479381
15.662286,1.895075,25.077072,11.491417
15.671821,1.893641,25.134914,11.493265
15.681347,1.889062,25.192754,11.484890
15.690850,1.881344,25.250540,11.466335
15.700314,1.870515,25.308221,11.437726
15.709722,1.856618,25.365747,11.399269
15.719060,1.839714,25.423068,11.351245
15.728312,1.819881,25.480136,11.294008
15.737463,1.797213,25.536905,11.227974
15.746500,1.771819,25.593332,11.153622
15.755408,1.743818,25.649375,11.071479
15.764176,1.713345,25.704994,10.982114
15.772789,1.680542,25.760154,10.886132
15.781237,1.645559,25.814823,10.784162
15.789508,1.608555,25.868970,10.676848
15.797592,1.569690,25.922569,10.564846
15.805481,1.529131,25.975597,10.448809
15.813165,1.487043,26.028034,10.329386
15.820637,1.443594,26.079863,10.207211
15.827891,1.398948,26.131072,10.082900
15.834919,1.353268,26.181650,9.957046
15.841717,1.306713,26.231589,9.830214
15.848280,1.259437,26.280886,9.702940
15.854606,1.211589,26.329538,9.575724
15.860690,1.163310,26.377546,9.449035
15.866531,1.114738,26.424915,9.323303
15.872128,1.066001,26.471647,9.198926
15.877479,1.017221,26.517753,9.076263
15.882584,0.968513,26.563239,8.955639
15.887444,0.919984,26.608117,8.837346
15.892060,0.871735,26.652399,8.721640
15.896432,0.823858,26.696099,8.608747
15.900564,0.776441,26.739231,8.498862
15.904456,0.729563,26.781811,8.392153
15.908113,0.683297,26.823855,8.288758
15.911536,0.637711,26.865380,8.188792
15.914730,0.592867,26.906404,8.092346
15.917699,0.548822,26.946944,7.999486
15.920445,0.505628,26.987020,7.910262
15.922974,0.463331,27.026650,7.824701
15.925290,0.421975,27.065853,7.742816
15.927398,0.381598,27.104647,7.664601
15.929303,0.342236,27.143051,7.590038
15.931010,0.303920,27.181083,7.519093
15.932524,0.266680,27.218763,7.451722
15.933851,0.230541,27.256108,7.387867
15.934997,0.195526,27.293136,7.327464
15.935966,0.161657,27.329865,7.270437
15.936766,0.128951,27.366311,7.216704
15.937401,0.097427,27.402492,7.166174
15.937878,0.067097,27.438424,7.118753
15.938203,0.037976,27.474121,7.074338
15.938382,0.010075,27.509600,7.032825
15.938421,-0.016596,27.544876,6.994106
15.938326,-0.042028,27.579961,6.958068
15.938104,-0.066213,27.614870,6.924598
15.937761,-0.089145,27.649616,6.893581
15.937304,-0.110817,27.684210,6.864903
15.936738,-0.131226,27.718665,6.838446
15.936071,-0.150366,27.752992,6.814098
15.935308,-0.168235,27.787201,6.791742
15.934456,-0.184828,27.821302,6.771269
15.933521,-0.200145,27.855305,6.752567
15.932511,-0.214182,27.889218,6.735529
15.931431,-0.226938,27.923050,6.720052
15.930288,-0.238412,27.956809,6.706035
15.929088,-0.248602,27.990502,6.693382
15.927838,-0.257508,28.024135,6.682001
15.926544,-0.265128,28.057715,6.671804
15.925213,-0.271462,28.091248,6.662709
15.923852,-0.276510,28.124740,6.654640
15.922466,-0.280269,28.158195,6.647524
15.921063,-0.282741,28.191618,6.641297
15.919648,-0.283924,28.225014,6.635899
15.918229,-0.283817,28.258387,6.631277
15.916812,-0.282419,28.291740,6.627384
15.915402,-0.279731,28.325077,6.624179
15.914008,-0.275750,28.358402,6.621629
15.912635,-0.270476,28.391718,6.619706
15.911290,-0.263907,28.425029,6.618389
15.909980,-0.256043,28.458336,6.617665
15.908710,-0.246882,28.491643,6.617526
15.907488,-0.236422,28.524954,6.617971
15.906320,-0.224663,28.558270,6.619005
15.905212,-0.211603,28.591595,6.620640
15.904171,-0.197240,28.624933,6.622893
15.903204,-0.181573,28.658285,6.625787
15.902317,-0.164601,28.691656,6.629352
15.901517,-0.146322,28.725049,6.633621
15.900811,-0.126735,28.758467,6.638634
15.900204,-0.105838,28.791914,6.644435
15.899704,-0.083631,28.825394,6.651072
15.899316,-0.060113,28.858911,6.658597
15.899049,-0.035283,28.892471,6.667065
15.898908,-0.009141,28.926077,6.676535
15.898899,0.018313,28.959735,6.687069
15.899030,0.047080,28.993450,6.698730
15.899307,0.077157,29.027228,6.711582
15.899737,0.108545,29.061075,6.725692
15.900326,0.141242,29.094997,6.741125
15.901080,0.175246,29.129001,6.757948
15.902007,0.210554,29.163094,6.776228
15.903113,0.247163,29.197284,6.796027
15.904404,0.285071,29.231578,6.817410
15.905887,0.324273,29.265983,6.840436
15.907568,0.364763,29.300510,6.865163
15.909455,0.406537,29.335164,6.891644
15.911552,0.449589,29.369957,6.919929
15.913867,0.493911,29.404897,6.950064
15.916406,0.539496,29.439992,6.982087
15.919175,0.586336,29.475253,7.016034
15.922181,0.634422,29.510689,7.051931
15.925430,0.683743,29.546310,7.089800
15.928928,0.734290,29.582125,7.129654
15.932681,0.786050,29.618145,7.171499
15.936695,0.839011,29.654380,7.215335
15.940977,0.893161,29.690839,7.261149
15.945532,0.948484,29.727532,7.308924
15.950365,1.004967,29.764469,7.358632
15.955484,1.062592,29.801659,7.410235
15.960893,1.121344,29.839112,7.463687
15.966599,1.181203,29.876837,7.518932
15.972606,1.242152,29.914842,7.575905
15.978921,1.304169,29.953137,7.634530
15.985548,1.367235,29.991728,7.694722
15.992493,1.431325,30.030624,7.756388
15.999762,1.496417,30.069832,7.819424
16.007358,1.562486,30.109358,7.883717
16.015287,1.629505,30.149209,7.949145
16.023554,1.697446,30.189389,8.015577
16.032164,1.766281,30.229904,8.082876
16.041120,1.835979,30.270758,8.150894
16.050428,1.906508,30.311953,8.219477
16.060091,1.977834,30.353493,8.288466
16.070113,2.049921,30.395378,8.357692
16.080499,2.122732,30.437611,8.426984
16.091252,2.196230,30.480191,8.496163
16.102376,2.270373,30.523116,8.565050
16.113873,2.345119,30.566386,8.633460
16.125747,2.420425,30.609997,8.701207
16.138001,2.496246,30.653947,8.768103
16.150637,2.572534,30.698230,8.833962
16.163658,2.649241,30.742840,8.898597
16.177066,2.726318,30.787772,8.961825
16.190862,2.803714,30.833019,9.023467
16.205049,2.881375,30.878571,9.083347
16.219628,2.959250,30.924420,9.141296
16.234599,3.037283,30.970557,9.197155
16.249964,3.115419,31.016970,9.250771
16.265723,3.193604,31.063647,9.302002
16.281876,3.271779,31.110578,9.350717
16.298424,3.349891,31.157749,9.396800
16.315366,3.427880,31.205146,9.440146
16.332701,3.505693,31.252756,9.480667
16.350429,3.583271,31.300566,9.518291
16.368549,3.660560,31.348559,9.552961
16.387058,3.737504,31.396721,9.584640
16.405956,3.814050,31.445038,9.613307
16.425239,3.890143,31.493493,9.638963
16.444907,3.965731,31.542073,9.661624
16.464956,4.040763,31.590762,9.681328
16.485383,4.115189,31.639545,9.698132
16.506186,4.188960,31.688408,9.712112
16.527361,4.262029,31.737336,9.723361
16.548905,4.334349,31.786317,9.731991
16.570813,4.405876,31.835336,9.738133
16.593082,4.476566,31.884383,9.741934
16.615708,4.546376,31.933445,9.743554
16.638686,4.615266,31.982511,9.743172
16.662011,4.683195,32.031571,9.740977
16.685678,4.750124,32.080618,9.737172
16.709683,4.816014,32.129642,9.731971
16.734020,4.880828,32.178637,9.725596
16.758683,4.944527,32.227598,9.718279
16.783668,5.007075,32.276520,9.710258
16.808967,5.068433,32.325399,9.701776
16.834576,5.128565,32.374234,9.693080
16.860487,5.187431,32.423024,9.684421
16.886695,5.244994,32.471769,9.676051
16.913192,5.301213,32.520471,9.668220
16.939972,5.356049,32.569133,9.661179
16.967029,5.409458,32.617760,9.655177
16.994353,5.461396,32.666356,9.650460
17.021939,5.511820,32.714929,9.647267
17.049778,5.560680,32.763486,9.645836
17.077862,5.607927,32.812037,9.646397
17.106184,5.653510,32.860592,9.649173
17.134734,5.697373,32.909162,9.654383
17.163504,5.739459,32.957760,9.662236
17.192485,5.779709,33.006399,9.672931
17.221668,5.818058,33.055094,9.686663
17.251042,5.854441,33.103861,9.703614
17.280598,5.888787,33.152716,9.723958
17.310326,5.921024,33.201676,9.747860
17.340214,5.951074,33.250759,9.775473
17.370252,5.978858,33.299985,9.806941
17.400427,6.004291,33.349372,9.842397
17.430729,6.027287,33.398941,9.881962
17.461144,6.047752,33.448713,9.925746
17.491661,6.065593,33.498710,9.973848
17.522264,6.080710,33.548953,10.026353
17.552941,6.093001,33.599465,10.083334
17.583677,6.102357,33.650268,10.144853
17.614458,6.108670,33.701385,10.210956
17.645267,6.111825,33.752840,10.281675
17.676089,6.111704,33.804656,10.357028
17.706907,6.108185,33.856856,10.437021
17.737704,6.101145,33.909464,10.521640
17.768462,6.090455,33.962503,10.610858
17.799162,6.075984,34.015996,10.704632
17.829785,6.057598,34.069967,10.802902
17.860312,6.035162,34.124439,10.905594
17.890722,6.008537,34.179432,11.012615
17.920993,5.977582,34.234971,11.123859
17.951105,5.942156,34.291074,11.239204
17.981033,5.902116,34.347765,11.358515
18.010755,5.857320,34.405061,11.481645
18.040246,5.807624,34.462983,11.608438
18.069483,5.752888,34.521550,11.738728
18.098438,5.692970,34.580778,11.872348
18.127088,5.627735,34.640684,12.009131
18.155403,5.557049,34.701285,12.148915
18.183357,5.480783,34.762595,12.291550
18.210922,5.398816,34.824629,12.436902
18.238069,5.311033,34.887401,12.584864
18.264769,5.217332,34.950924,12.735364
18.290992,5.117620,35.015210,12.888374
18.316707,5.011819,35.080272,13.043919
18.341885,4.899868,35.146124,13.202088
18.366493,4.781729,35.212778,13.363048
18.390502,4.657386,35.280248,13.527050
18.413880,4.526853,35.348550,13.694442
18.436595,4.390178,35.417702,13.865674
18.458618,4.247450,35.487722,14.041309
18.479919,4.098806,35.558633,14.222018
18.500466,3.944439,35.630460,14.408578
18.520233,3.784606,35.703234,14.601865
18.539192,3.619643,35.776987,14.802828
18.557317,3.449969,35.851760,15.012464
18.574585,3.276103,35.927595,15.231765
18.590976,3.098675,36.004541,15.461668
18.606472,2.918436,36.082650,15.702972
18.621060,2.736267,36.161981,15.956250
18.634731,2.553193,36.242592,16.221740
18.647481,2.370377,36.324543,16.499229
18.659311,2.189133,36.407894,16.787927
18.670232,2.010908,36.492700,17.086348
18.680258,1.837282,36.579006,17.392198
18.689415,1.669944,36.666848,17.702299
18.697734,1.510667,36.756243,18.012550
18.705257,1.361285,36.847188,18.317937
18.712036,1.223649,36.939655,18.612625
18.718129,1.099593,37.033585,18.890113
18.723608,0.990886,37.128887,19.143482
18.728549,0.899188,37.225433,19.365702
18.733039,0.826001,37.323064,19.550015
18.737173,0.772625,37.421585,19.690343
18.741050,0.740110,37.520769,19.781695
18.744776,0.729218,37.620369,19.820544
18.748460,0.740390,37.720118,19.805115
18.752213,0.773717,37.819745,19.735562
18.756147,0.828931,37.918977,19.613995
18.760371,0.905397,38.017556,19.444358
18.764993,1.002134,38.115243,19.232165
18.770112,1.117836,38.211829,18.984114
18.775824,1.250915,38.307137,18.707635
18.782215,1.399559,38.401031,18.410403
18.789363,1.561786,38.493411,18.099886
18.797334,1.735519,38.584215,17.782957
18.806186,1.918646,38.673415,17.465597
18.815964,2.109089,38.761013,17.152719
18.826704,2.304855,38.847036,16.848085
18.838432,2.504079,38.931526,16.554333
18.851165,2.705061,39.014541,16.273069
18.864909,2.906278,39.096145,16.005008
18.879666,3.106396,39.176405,15.750141
18.895429,3.304270,39.255389,15.507915
18.912186,3.498927,39.333161,15.277389
18.929920,3.689559,39.409779,15.057382
18.948611,3.875505,39.485297,14.846594
18.968235,4.056230,39.559760,14.643697
18.988764,4.231312,39.633208,14.447412
19.010170,4.400422,39.705675,14.256552
19.032422,4.563311,39.777187,14.070060
19.055489,4.719799,39.847766,13.887023
19.079339,4.869762,39.917429,13.706678
19.103938,5.013126,39.986190,13.528413
19.129254,5.149854,40.054059,13.351760
19.155251,5.279946,40.121043,13.176383
19.181898,5.403429,40.187150,13.002062
19.209160,5.520358,40.252384,12.828682
19.237005,5.630805,40.316751,12.656218
19.265400,5.734862,40.380254,12.484718
19.294313,5.832638,40.442899,12.314287
19.323712,5.924253,40.504692,12.145079
19.353566,6.009839,40.565637,11.977282
19.383845,6.089537,40.625743,11.811106
19.414519,6.163496,40.685017,11.646776
19.445560,6.231872,40.743470,11.484523
19.476939,6.294825,40.801111,11.324578
19.508630,6.352520,40.857952,11.167163
19.540606,6.405125,40.914006,11.012492
19.572841,6.452809,40.969286,10.860763
19.605312,6.495744,41.023808,10.712158
19.637993,6.534099,41.077587,10.566842
19.670863,6.568046,41.130640,10.424958
19.703899,6.597755,41.182984,10.286631
19.737080,6.623396,41.234637,10.151965
19.770385,6.645134,41.285616,10.021047
19.803796,6.663135,41.335942,9.893944
19.837294,6.677562,41.385633,9.770705
19.870860,6.688573,41.434708,9.651363
19.904478,6.696327,41.483188,9.535938
19.938132,6.700975,41.531091,9.424433
19.971806,6.702669,41.578437,9.316840
20.005485,6.701554,41.625246,9.213141
20.039156,6.697776,41.671537,9.113306
20.072804,6.691472,41.717330,9.017298
20.106419,6.682778,41.762644,8.925071
20.139987,6.671828,41.807498,8.836575
20.173498,6.658750,41.851910,8.751752
20.206941,6.643668,41.895899,8.670541
20.240306,6.626703,41.939482,8.592877
20.273584,6.607974,41.982678,8.518690
20.306766,6.587593,42.025505,8.447911
20.339844,6.565672,42.067978,8.380466
20.372811,6.542317,42.110115,8.316282
20.405658,6.517630,42.151931,8.255283
20.438381,6.491713,42.193444,8.197393
20.470972,6.464660,42.234668,8.142537
20.503426,6.436565,42.275619,8.090638
20.535738,6.407518,42.316311,8.041619
20.567904,6.377605,42.356758,7.995404
20.599918,6.346909,42.396976,7.951918
20.631778,6.315510,42.436977,7.911084
20.663480,6.283485,42.476774,7.872828
20.695021,6.250909,42.516381,7.837074
20.726397,6.217851,42.555810,7.803748
20.757608,6.184381,42.595073,7.772776
20.788651,6.150563,42.634182,7.744085
20.819524,6.116461,42.673148,7.717602
20.850226,6.082133,42.711982,7.693255
20.880755,6.047637,42.750695,7.670970
20.911112,6.013027,42.789298,7.650678
20.941296,5.978356,42.827799,7.632306
20.971306,5.943673,42.866209,7.615784
21.001143,5.909025,42.904537,7.601042
21.030806,5.874456,42.942792,7.588009
21.060297,5.840009,42.980981,7.576618
21.089615,5.805724,43.019115,7.566799
21.118762,5.771638,43.057199,7.558484
21.147740,5.737788,43.095242,7.551606
21.176548,5.704206,43.133251,7.546097
21.205189,5.670924,43.171233,7.541893
21.233664,5.637971,43.209193,7.538926
21.261974,5.605375,43.247139,7.537134
21.290123,5.573162,43.285076,7.536452
21.318111,5.541354,43.323009,7.536818
21.345941,5.509973,43.360944,7.538170
21.373615,5.479039,43.398886,7.540450
21.401135,5.448571,43.436839,7.543597
21.428503,5.418585,43.474807,7.547555
21.455723,5.389096,43.512795,7.552267
21.482796,5.360116,43.550806,7.557680
21.509726,5.331658,43.588844,7.563741
21.536514,5.303731,43.626911,7.570400
21.563164,5.276345,43.665011,7.577609
21.589678,5.249506,43.703147,7.585320
21.616060,5.223220,43.741321,7.593491
21.642311,5.197491,43.779535,7.602079
21.668435,5.172323,43.817791,7.611045
21.694434,5.147717,43.856091,7.620352
21.720312,5.123674,43.894437,7.629968
21.746071,5.100194,43.932830,7.639859
21.771713,5.077273,43.971272,7.649999
21.797243,5.054909,44.009763,7.660361
21.822663,5.033098,44.048306,7.670923
21.847975,5.011835,44.086900,7.681667
21.873182,4.991113,44.125548,7.692576
21.898287,4.970925,44.164248,7.703637
