Theta1,Theta1dot, Theta2, Theta2dot
0.678830,-2.442065,7.102806,0.583559
0.666406,-2.508519,7.105727,0.573371
0.653649,-2.574671,7.108594,0.561819
0.640560,-2.640520,7.111401,0.548827
0.627141,-2.706066,7.114141,0.534312
0.613393,-2.771308,7.116804,0.518193
0.599317,-2.836243,7.119385,0.500385
0.584915,-2.900871,7.121873,0.480801
0.570190,-2.965189,7.124260,0.459351
0.555142,-3.029192,7.126536,0.435945
0.539773,-3.092877,7.128691,0.410489
0.524084,-3.156237,7.130716,0.382888
0.508078,-3.219265,7.132598,0.353046
0.491756,-3.281951,7.134326,0.320866
0.475120,-3.344284,7.135890,0.286248
0.458172,-3.406250,7.137276,0.249092
0.440913,-3.467832,7.138471,0.209297
0.423346,-3.529010,7.139462,0.166761
0.405473,-3.589763,7.140235,0.121383
0.387296,-3.650062,7.140776,0.073061
0.368817,-3.709879,7.141070,0.021694
0.350038,-3.769178,7.141101,-0.032818
0.330964,-3.827919,7.140854,-0.090575
0.311596,-3.886057,7.140312,-0.151674
0.291937,-3.943542,7.139457,-0.216208
0.271991,-4.000317,7.138274,-0.284270
0.251762,-4.056320,7.136743,-0.355947
0.231254,-4.111482,7.134848,-0.431323
0.210470,-4.165725,7.132568,-0.510474
0.189417,-4.218966,7.129885,-0.593473
0.168098,-4.271113,7.126779,-0.680383
0.146520,-4.322066,7.123232,-0.771261
0.124689,-4.371717,7.119222,-0.866153
0.102611,-4.419951,7.114730,-0.965097
0.080295,-4.466641,7.109736,-1.068116
0.057746,-4.511657,7.104218,-1.175224
0.034975,-4.554854,7.098156,-1.286420
0.011991,-4.596085,7.091530,-1.401687
-0.011196,-4.635191,7.084320,-1.520994
-0.034576,-4.672008,7.076505,-1.644291
-0.058137,-4.706363,7.068065,-1.771513
-0.081865,-4.738079,7.058980,-1.902574
-0.105748,-4.766972,7.049232,-2.037370
-0.129772,-4.792856,7.038802,-2.175777
-0.153920,-4.815537,7.027672,-2.317649
-0.178178,-4.834824,7.015824,-2.462823
-0.202526,-4.850522,7.003243,-2.611113
-0.226948,-4.862438,6.989913,-2.762316
-0.251424,-4.870380,6.975819,-2.916207
-0.275933,-4.874162,6.960948,-3.072546
-0.300456,-4.873600,6.945289,-3.231075
-0.324969,-4.868520,6.928830,-3.391519
-0.349450,-4.858756,6.911563,-3.553594
-0.373875,-4.844151,6.893479,-3.716999
-0.398221,-4.824561,6.874572,-3.881430
-0.422461,-4.799856,6.854837,-4.046571
-0.446570,-4.769921,6.834271,-4.212107
-0.470522,-4.734655,6.812873,-4.377718
-0.494289,-4.693979,6.790642,-4.543089
-0.517845,-4.647830,6.767580,-4.707907
-0.541162,-4.596164,6.743690,-4.871868
-0.564212,-4.538961,6.718977,-5.034679
-0.586968,-4.476220,6.693447,-5.196059
-0.609401,-4.407963,6.667107,-5.355741
-0.631485,-4.334234,6.639966,-5.513477
-0.653191,-4.255103,6.612034,-5.669038
-0.674493,-4.170658,6.583322,-5.822216
-0.695364,-4.081016,6.553843,-5.972824
-0.715778,-3.986314,6.523610,-6.120697
-0.735709,-3.886712,6.492637,-6.265695
-0.755134,-3.782397,6.460937,-6.407696
-0.774029,-3.673574,6.428527,-6.546604
-0.792371,-3.560474,6.395422,-6.682341
-0.810139,-3.443348,6.361639,-6.814847
-0.827313,-3.322470,6.327193,-6.944078
-0.843874,-3.198132,6.292101,-7.070005
-0.859806,-3.070648,6.256379,-7.192607
-0.875092,-2.940348,6.220045,-7.311870
-0.889719,-2.807581,6.183116,-7.427783
-0.903675,-2.672710,6.145607,-7.540334
-0.916949,-2.536114,6.107537,-7.649504
-0.929534,-2.398182,6.068921,-7.755266
-0.941421,-2.259312,6.029778,-7.857579
-0.952609,-2.119913,5.990125,-7.956385
-0.963092,-1.980396,5.949979,-8.051603
-0.972873,-1.841175,5.909358,-8.143134
-0.981952,-1.702665,5.868282,-8.230848
-0.990333,-1.565277,5.826768,-8.314593
-0.998022,-1.429415,5.784839,-8.394190
-1.005028,-1.295476,5.742513,-8.469430
-1.011360,-1.163843,5.699814,-8.540086
-1.017029,-1.034888,5.656765,-8.605904
-1.022051,-0.908963,5.613390,-8.666616
-1.026440,-0.786402,5.569715,-8.721938
-1.030213,-0.667517,5.525767,-8.771580
-1.033389,-0.552596,5.481575,-8.815251
-1.035989,-0.441904,5.437170,-8.852665
-1.038033,-0.335677,5.392582,-8.883547
-1.039545,-0.234127,5.347846,-8.907644
-1.040547,-0.137436,5.302995,-8.924729
-1.041066,-0.045756,5.258065,-8.934610
-1.041125,0.040786,5.213092,-8.937134
-1.040751,0.122094,5.168113,-8.932197
-1.039971,0.198100,5.123166,-8.919743
-1.038810,0.268762,5.078289,-8.899773
-1.037297,0.334068,5.033519,-8.872348
-1.035457,0.394030,4.988895,-8.837584
-1.033318,0.448684,4.944452,-8.795661
-1.030907,0.498093,4.900227,-8.746816
-1.028250,0.542340,4.856255,-8.691341
-1.025373,0.581531,4.812568,-8.629583
-1.022301,0.615791,4.769199,-8.561938
-1.019059,0.645265,4.726176,-8.488842
-1.015672,0.670115,4.683527,-8.410772
-1.012162,0.690517,4.641277,-8.328232
-1.008551,0.706663,4.599447,-8.241751
-1.004862,0.718757,4.558057,-8.151873
-1.001114,0.727013,4.517124,-8.059151
-0.997326,0.731658,4.476662,-7.964139
-0.993518,0.732922,4.436683,-7.867386
-0.989705,0.731045,4.397194,-7.769430
-0.985904,0.726271,4.358201,-7.670788
-0.982129,0.718845,4.319707,-7.571959
-0.978394,0.709016,4.281714,-7.473411
-0.974709,0.697031,4.244218,-7.375584
-0.971088,0.683137,4.207217,-7.278882
-0.967537,0.667577,4.170704,-7.183675
-0.964067,0.650589,4.134671,-7.090294
-0.960685,0.632405,4.099109,-6.999036
-0.957395,0.613253,4.064007,-6.910156
-0.954204,0.593348,4.029353,-6.823876
-0.951114,0.572901,3.995132,-6.740380
-0.948129,0.552111,3.961332,-6.659820
-0.945250,0.531167,3.927937,-6.582313
-0.942478,0.510246,3.894931,-6.507950
-0.939813,0.489518,3.862298,-6.436791
-0.937253,0.469137,3.830021,-6.368875
-0.934797,0.449251,3.798086,-6.304214
-0.932442,0.429993,3.766473,-6.242805
-0.930185,0.411488,3.735168,-6.184624
-0.928023,0.393850,3.704154,-6.129634
-0.925949,0.377184,3.673415,-6.077783
-0.923961,0.361585,3.642934,-6.029010
-0.922051,0.347140,3.612696,-5.983243
-0.920215,0.333928,3.582686,-5.940404
-0.918445,0.322019,3.552889,-5.900407
-0.916736,0.311478,3.523290,-5.863164
-0.915080,0.302363,3.493876,-5.828580
-0.913470,0.294726,3.464633,-5.796558
-0.911899,0.288615,3.435549,-5.766999
-0.910358,0.284070,3.406611,-5.739804
-0.908839,0.281132,3.377806,-5.714871
-0.907336,0.279833,3.349124,-5.692097
-0.905838,0.280205,3.320554,-5.671381
-0.904338,0.282275,3.292085,-5.652622
-0.902827,0.286069,3.263708,-5.635717
-0.901296,0.291610,3.235413,-5.620566
-0.899736,0.298917,3.207191,-5.607069
-0.898139,0.308010,3.179034,-5.595126
-0.896495,0.318906,3.150935,-5.584639
-0.894796,0.331620,3.122886,-5.575512
-0.893031,0.346167,3.094880,-5.567647
-0.891192,0.362561,3.066911,-5.560951
-0.889269,0.380813,3.038973,-5.555331
-0.887254,0.400935,3.011061,-5.550695
-0.885135,0.422938,2.983170,-5.546952
-0.882905,0.446832,2.955296,-5.544016
-0.880553,0.472626,2.927434,-5.541799
-0.878070,0.500331,2.899580,-5.540220
-0.875445,0.529954,2.871733,-5.539196
-0.872671,0.561505,2.843888,-5.538648
-0.869736,0.594993,2.816044,-5.538503
-0.866630,0.630426,2.788199,-5.538688
-0.863345,0.667813,2.760351,-5.539134
-0.859870,0.707163,2.732498,-5.539778
-0.856195,0.748486,2.704641,-5.540559
-0.852311,0.791790,2.676777,-5.541423
-0.848207,0.837088,2.648908,-5.542321
-0.843873,0.884390,2.621031,-5.543209
-0.839300,0.933708,2.593149,-5.544048
-0.834476,0.985056,2.565261,-5.544810
-0.829392,1.038449,2.537366,-5.545471
-0.824038,1.093902,2.509467,-5.546015
-0.818403,1.151433,2.481563,-5.546438
-0.812476,1.211062,2.453655,-5.546741
-0.806247,1.272811,2.425744,-5.546939
-0.799706,1.336704,2.397830,-5.547056
-0.792841,1.402770,2.369913,-5.547128
-0.785642,1.471036,2.341993,-5.547203
-0.778097,1.541539,2.314071,-5.547344
-0.770195,1.614313,2.286146,-5.547628
-0.761926,1.689401,2.258217,-5.548148
-0.753276,1.766847,2.230283,-5.549013
-0.744234,1.846702,2.202341,-5.550351
-0.734789,1.929020,2.174390,-5.552311
-0.724927,2.013862,2.146427,-5.555062
-0.714637,2.101293,2.118445,-5.558796
-0.703904,2.191383,2.090442,-5.563730
-0.692716,2.284211,2.062409,-5.570110
-0.681058,2.379859,2.034341,-5.578210
-0.668918,2.478416,2.006227,-5.588336
-0.656279,2.579977,1.978057,-5.600831
-0.643127,2.684642,1.949819,-5.616076
-0.629446,2.792516,1.921499,-5.634492
-0.615221,2.903709,1.893079,-5.656547
-0.600434,3.018331,1.864542,-5.682760
-0.585068,3.136495,1.835866,-5.713701
-0.569106,3.258312,1.807026,-5.749999
-0.552530,3.383887,1.777995,-5.792346
-0.535320,3.513316,1.748741,-5.841499
-0.517457,3.646682,1.719230,-5.898283
-0.498922,3.784045,1.689423,-5.963594
-0.479696,3.925437,1.659275,-6.038401
-0.459757,4.070850,1.628738,-6.123736
-0.439087,4.220226,1.597759,-6.220697
-0.417666,4.373443,1.566278,-6.330427
-0.395475,4.530300,1.534230,-6.454102
-0.372497,4.690503,1.501544,-6.592900
-0.348715,4.853645,1.468144,-6.747964
-0.324116,5.019198,1.433948,-6.920354
-0.298689,5.186497,1.398868,-7.110983
-0.272426,5.354731,1.362812,-7.320542
-0.245323,5.522952,1.325686,-7.549419
-0.217381,5.690075,1.287394,-7.797605
-0.188608,5.854908,1.247841,-8.064601
-0.159016,6.016172,1.206932,-8.349337
-0.128623,6.172552,1.164582,-8.650105
-0.097455,6.322729,1.120713,-8.964512
-0.065543,6.465431,1.075260,-9.289476
-0.032926,6.599466,1.028172,-9.621241
0.000353,6.723753,0.979421,-9.955443
0.034244,6.837329,0.928997,-10.287194
0.068695,6.939358,0.876917,-10.611198
0.103647,7.029115,0.823224,-10.921889
0.139039,7.105970,0.767990,-11.213584
0.174806,7.169365,0.711313,-11.480647
0.210881,7.218798,0.653322,-11.717668
0.247193,7.253798,0.594170,-11.919645
0.283671,7.273919,0.534036,-12.082167
0.320239,7.278728,0.473123,-12.201593
0.356820,7.267807,0.411647,-12.275217
0.393335,7.240758,0.349840,-12.301405
0.429703,7.197210,0.287942,-12.279700
0.465839,7.136833,0.226192,-12.210882
0.501660,7.059357,0.164826,-12.096975
0.537078,6.964592,0.104069,-11.941202
0.572006,6.852453,0.044128,-11.747881
0.606356,6.722992,-0.014811,-11.522275
0.640042,6.576421,-0.072591,-11.270393
0.672975,6.413155,-0.129083,-10.998764
0.705074,6.233828,-0.184193,-10.714179
0.736256,6.039327,-0.237862,-10.423431
0.766445,5.830795,-0.290063,-10.133049
0.795573,5.609624,-0.340802,-9.849063
0.823575,5.377432,-0.390117,-9.576789
0.850397,5.136010,-0.438070,-9.320679
0.875994,4.887256,-0.484746,-9.084214
0.900330,4.633104,-0.530246,-8.869877
0.923380,4.375440,-0.574684,-8.679181
0.945128,4.116036,-0.618179,-8.512756
0.965565,3.856491,-0.660855,-8.370464
0.984693,3.598198,-0.702832,-8.251555
1.002519,3.342326,-0.744229,-8.154804
1.019057,3.089816,-0.785155,-8.078662
1.034323,2.841400,-0.825715,-8.021374
1.048340,2.597620,-0.866000,-7.981084
1.061132,2.358857,-0.906097,-7.955914
1.072723,2.125357,-0.946079,-7.944023
1.083142,1.897263,-0.986012,-7.943644
1.092415,1.674637,-1.025953,-7.953117
1.100570,1.457482,-1.065950,-7.970895
1.107635,1.245761,-1.106044,-7.995558
1.113638,1.039413,-1.146269,-8.025807
1.118606,0.838363,-1.186651,-8.060465
1.122565,0.642531,-1.227213,-8.098470
1.125542,0.451839,-1.267970,-8.138869
1.127563,0.266216,-1.308933,-8.180810
1.128652,0.085601,-1.350110,-8.223537
1.128837,-0.090056,-1.391505,-8.266380
1.128141,-0.260791,-1.433116,-8.308751
1.126589,-0.426628,-1.474941,-8.350139
1.124206,-0.587578,-1.516976,-8.390100
1.121018,-0.743641,-1.559212,-8.428257
1.117047,-0.894804,-1.601640,-8.464294
1.112320,-1.041047,-1.644250,-8.497950
1.106861,-1.182340,-1.687028,-8.529017
1.100695,-1.318647,-1.729963,-8.557335
1.093847,-1.449925,-1.773039,-8.582789
1.086342,-1.576127,-1.816243,-8.605307
1.078207,-1.697206,-1.859560,-8.624854
1.069467,-1.813109,-1.902974,-8.641429
1.060149,-1.923786,-1.946472,-8.655064
1.050278,-2.029186,-1.990037,-8.665817
1.039881,-2.129261,-2.033656,-8.673775
1.028986,-2.223962,-2.077315,-8.679043
1.017619,-2.313248,-2.120999,-8.681748
1.005808,-2.397077,-2.164698,-8.682030
0.993580,-2.475413,-2.208398,-8.680045
0.980963,-2.548226,-2.252087,-8.675958
0.967985,-2.615489,-2.295757,-8.669940
0.954674,-2.677180,-2.339397,-8.662172
0.941058,-2.733282,-2.382998,-8.652833
0.927166,-2.783784,-2.426553,-8.642107
0.913024,-2.828678,-2.470055,-8.630174
0.898663,-2.867964,-2.513498,-8.617215
0.884109,-2.901643,-2.556877,-8.603404
0.869392,-2.929722,-2.600189,-8.588912
0.854540,-2.952214,-2.643429,-8.573903
0.839580,-2.969134,-2.686595,-8.558535
0.824540,-2.980500,-2.729686,-8.542959
0.809450,-2.986335,-2.772700,-8.527318
0.794335,-2.986664,-2.815638,-8.511747
0.779226,-2.981515,-2.858500,-8.496374
0.764147,-2.970919,-2.901288,-8.481320
0.749129,-2.954909,-2.944002,-8.466699
0.734196,-2.933520,-2.986646,-8.452619
0.719377,-2.906787,-3.029222,-8.439182
0.704698,-2.874747,-3.071733,-8.426487
0.690187,-2.837441,-3.114183,-8.414629
0.675868,-2.794907,-3.156578,-8.403700
0.661770,-2.747185,-3.198920,-8.393793
0.647917,-2.694316,-3.241217,-8.385001
0.634335,-2.636341,-3.283473,-8.377419
0.621051,-2.573301,-3.325694,-8.371148
0.608089,-2.505239,-3.367888,-8.366294
0.595475,-2.432195,-3.410062,-8.362971
0.583233,-2.354213,-3.452223,-8.361302
0.571389,-2.271335,-3.494380,-8.361424
0.559967,-2.183605,-3.536543,-8.363489
0.548990,-2.091069,-3.578720,-8.367663
0.538484,-1.993773,-3.620923,-8.374134
0.528471,-1.891767,-3.663164,-8.383110
0.518976,-1.785106,-3.705455,-8.394824
0.510021,-1.673849,-3.747810,-8.409533
0.501629,-1.558061,-3.790244,-8.427524
0.493823,-1.437817,-3.832775,-8.449114
0.486626,-1.313203,-3.875419,-8.474649
0.480058,-1.184319,-3.918199,-8.504509
0.474141,-1.051284,-3.961134,-8.539104
0.468895,-0.914238,-4.004249,-8.578878
0.464341,-0.773345,-4.047571,-8.624299
0.460497,-0.628804,-4.091128,-8.675863
0.457381,-0.480847,-4.134950,-8.734083
0.455010,-0.329753,-4.179072,-8.799482
0.453399,-0.175845,-4.223529,-8.872581
0.452562,-0.019505,-4.268360,-8.953887
0.452511,0.138827,-4.313606,-9.043874
0.453255,0.298644,-4.359311,-9.142959
0.454801,0.459371,-4.405520,-9.251483
0.457154,0.620360,-4.452280,-9.369681
0.460314,0.780890,-4.499640,-9.497653
0.464278,0.940171,-4.547647,-9.635332
0.469040,1.097348,-4.596350,-9.782455
0.474588,1.251505,-4.645796,-9.938533
0.480907,1.401678,-4.696029,-10.102827
0.487977,1.546866,-4.747088,-10.274331
0.495771,1.686039,-4.799010,-10.451753
0.504259,1.818161,-4.851822,-10.633521
0.513406,1.942193,-4.905544,-10.817786
0.523170,2.057115,-4.960188,-11.002444
0.533506,2.161931,-5.015754,-11.185167
0.544361,2.255684,-5.072231,-11.363448
0.555680,2.337464,-5.129593,-11.534655
0.567402,2.406411,-5.187805,-11.696095
0.579463,2.461728,-5.246815,-11.845090
0.591793,2.502680,-5.306559,-11.979053
0.604321,2.528602,-5.366959,-12.095573
0.616969,2.538902,-5.427927,-12.192495
0.629660,2.533068,-5.489363,-12.267996
0.642312,2.510672,-5.551158,-12.320658
0.654841,2.471378,-5.613197,-12.349522
0.667162,2.414946,-5.675360,-12.354130
0.679189,2.341245,-5.737525,-12.334549
0.690834,2.250256,-5.799571,-12.291371
0.702012,2.142083,-5.861379,-12.225696
0.712634,2.016961,-5.922838,-12.139082
0.722617,1.875257,-5.983843,-12.033494
0.731877,1.717481,-6.044301,-11.911213
0.740333,1.544282,-6.104129,-11.774755
0.747908,1.356448,-6.163258,-11.626759
0.754529,1.154899,-6.221632,-11.469896
0.760127,0.940677,-6.279207,-11.306760
0.764639,0.714928,-6.335954,-11.139782
0.768008,0.478888,-6.391856,-10.971149
0.770183,0.233852,-6.446904,-10.802742
0.771119,-0.018843,-6.501102,-10.636097
0.770779,-0.277853,-6.554459,-10.472376
0.769130,-0.541844,-6.606990,-10.312367
0.766150,-0.809525,-6.658716,-10.156493
0.761821,-1.079659,-6.709656,-10.004842
0.756130,-1.351087,-6.759832,-9.857203
0.749072,-1.622735,-6.809265,-9.713110
0.740647,-1.893619,-6.857971,-9.571892
0.730858,-2.162852,-6.905966,-9.432714
0.719716,-2.429635,-6.953258,-9.294632
0.707233,-2.693256,-6.999853,-9.156625
0.693425,-2.953082,-7.045751,-9.017634
0.678312,-3.208549,-7.090945,-8.876596
0.661917,-3.459153,-7.135426,-8.732460
0.644264,-3.704440,-7.179177,-8.584215
0.625381,-3.943996,-7.222177,-8.430896
0.605298,-4.177441,-7.264400,-8.271601
0.584044,-4.404417,-7.305814,-8.105495
0.561654,-4.624585,-7.346387,-7.931818
0.538161,-4.837618,-7.386078,-7.749883
0.513604,-5.043193,-7.424846,-7.559083
0.488018,-5.240991,-7.462646,-7.358891
0.461445,-5.430694,-7.499430,-7.148859
0.433925,-5.611980,-7.535150,-6.928625
0.405501,-5.784522,-7.569752,-6.697909
0.376217,-5.947991,-7.603185,-6.456521
0.346121,-6.102052,-7.635394,-6.204361
0.315259,-6.246370,-7.666326,-5.941425
0.283681,-6.380608,-7.695925,-5.667811
0.251438,-6.504436,-7.724140,-5.383723
0.218583,-6.617533,-7.750916,-5.089480
0.185172,-6.719590,-7.776203,-4.785521
0.151258,-6.810325,-7.799954,-4.472412
0.116901,-6.889486,-7.822122,-4.150847
0.082159,-6.956861,-7.842665,-3.821658
0.047091,-7.012292,-7.861546,-3.485809
0.011757,-7.055682,-7.878733,-3.144397
-0.023781,-7.087006,-7.894198,-2.798642
-0.059462,-7.106326,-7.907920,-2.449880
-0.095227,-7.113792,-7.919886,-2.099541
-0.131016,-7.109655,-7.930089,-1.749132
-0.166769,-7.094270,-7.938531,-1.400208
-0.202432,-7.068093,-7.945219,-1.054343
-0.237950,-7.031681,-7.950171,-0.713094
-0.273271,-6.985682,-7.953411,-0.377972
-0.308349,-6.930824,-7.954973,-0.050407
-0.343140,-6.867902,-7.954894,0.268286
-0.377603,-6.797755,-7.953221,0.576929
-0.411702,-6.721249,-7.950005,0.874501
-0.445408,-6.639258,-7.945304,1.160156
-0.478692,-6.552639,-7.939178,1.433221
-0.511533,-6.462217,-7.931690,1.693203
-0.543912,-6.368768,-7.922908,1.939776
-0.575815,-6.273006,-7.912899,2.172768
-0.607231,-6.175576,-7.901731,2.392149
-0.638152,-6.077044,-7.889473,2.598006
-0.668574,-5.977900,-7.876194,2.790528
-0.698494,-5.878555,-7.861959,2.969986
-0.727911,-5.779343,-7.846834,3.136709
-0.756827,-5.680530,-7.830884,3.291076
-0.785243,-5.582317,-7.814170,3.433494
-0.813164,-5.484845,-7.796751,3.564393
-0.840594,-5.388208,-7.778686,3.684210
-0.867536,-5.292451,-7.760029,3.793386
-0.893996,-5.197585,-7.740833,3.892362
-0.919978,-5.103589,-7.721150,3.981569
-0.945487,-5.010415,-7.701028,4.061433
-0.970527,-4.917995,-7.680513,4.132371
-0.995101,-4.826243,-7.659650,4.194790
-1.019213,-4.735064,-7.638482,4.249087
-1.042866,-4.644350,-7.617048,4.295653
-1.066062,-4.553989,-7.595388,4.334870
-1.088804,-4.463862,-7.573537,4.367117
-1.111091,-4.373850,-7.551531,4.392765
-1.132925,-4.283834,-7.529402,4.412182
-1.154305,-4.193693,-7.507181,4.425735
-1.175232,-4.103310,-7.484897,4.433787
-1.195703,-4.012572,-7.462577,4.436699
-1.215716,-3.921368,-7.440248,4.434833
-1.235270,-3.829592,-7.417932,4.428546
-1.254361,-3.737144,-7.395651,4.418198
-1.272986,-3.643928,-7.373427,4.404142
-1.291141,-3.549856,-7.351275,4.386732
-1.308822,-3.454846,-7.329215,4.366319
-1.326023,-3.358822,-7.307259,4.343249
-1.342739,-3.261718,-7.285422,4.317861
-1.358966,-3.163472,-7.263713,4.290491
-1.374697,-3.064031,-7.242145,4.261465
-1.389927,-2.963353,-7.220723,4.231101
-1.404648,-2.861400,-7.199455,4.199706
-1.418855,-2.758143,-7.178345,4.167576
-1.432541,-2.653564,-7.157397,4.134993
-1.445699,-2.547651,-7.136613,4.102224
-1.458323,-2.440399,-7.115994,4.069521
-1.470406,-2.331814,-7.095539,4.037118
-1.481941,-2.221908,-7.075246,4.005230
-1.492922,-2.110699,-7.055113,3.974052
-1.503341,-1.998215,-7.035136,3.943760
-1.513194,-1.884489,-7.015310,3.914505
-1.522472,-1.769559,-6.995630,3.886420
-1.531171,-1.653470,-6.976090,3.859611
-1.539285,-1.536272,-6.956683,3.834163
-1.546808,-1.418018,-6.937403,3.810139
-1.553735,-1.298766,-6.918243,3.787575
-1.560061,-1.178575,-6.899194,3.766489
-1.565781,-1.057508,-6.880250,3.746872
-1.570891,-0.935629,-6.861403,3.728696
-1.575387,-0.813003,-6.842647,3.711911
-1.579265,-0.689696,-6.823973,3.696446
-1.582522,-0.565773,-6.805377,3.682212
-1.585155,-0.441301,-6.786850,3.669102
-1.587161,-0.316343,-6.768389,3.656991
-1.588538,-0.190964,-6.749988,3.645739
-1.589283,-0.065226,-6.731643,3.635192
-1.589396,0.060810,-6.713350,3.625182
-1.588873,0.187084,-6.695108,3.615531
-1.587715,0.313536,-6.676914,3.606049
-1.585921,0.440110,-6.658768,3.596539
-1.583489,0.566748,-6.640670,3.586793
-1.580420,0.693395,-6.622622,3.576599
-1.576714,0.819994,-6.604626,3.565739
-1.572371,0.946491,-6.586685,3.553990
-1.567391,1.072829,-6.568805,3.541126
-1.561775,1.198952,-6.550992,3.526920
-1.555525,1.324802,-6.533251,3.511141
-1.548642,1.450320,-6.515592,3.493561
-1.541127,1.575445,-6.498024,3.473950
-1.532983,1.700113,-6.480556,3.452080
-1.524212,1.824257,-6.463202,3.427726
-1.514817,1.947807,-6.445973,3.400666
-1.504801,2.070691,-6.428883,3.370682
-1.494166,2.192830,-6.411948,3.337561
-1.482918,2.314142,-6.395183,3.301095
-1.471060,2.434542,-6.378605,3.261086
-1.458597,2.553937,-6.362233,3.217340
-1.445533,2.672231,-6.346085,3.169675
-1.431876,2.789322,-6.330181,3.117917
-1.417631,2.905104,-6.314542,3.061907
-1.402804,3.019465,-6.299191,3.001495
-1.387403,3.132287,-6.284148,2.936547
-1.371436,3.243450,-6.269437,2.866945
-1.354911,3.352827,-6.255081,2.792588
-1.337837,3.460290,-6.241105,2.713393
-1.320225,3.565704,-6.227533,2.629299
-1.302084,3.668936,-6.214390,2.540267
-1.283426,3.769849,-6.201700,2.446280
-1.264263,3.868305,-6.189489,2.347350
-1.244608,3.964170,-6.177781,2.243512
-1.224472,4.057309,-6.166601,2.134833
-1.203871,4.147592,-6.155974,2.021408
-1.182820,4.234895,-6.145923,1.903363
-1.161332,4.319101,-6.136471,1.780857
-1.139424,4.400099,-6.127641,1.654080
-1.117113,4.477792,-6.119454,1.523254
-1.094414,4.552094,-6.111930,1.388634
-1.071346,4.622932,-6.105087,1.250504
-1.047926,4.690251,-6.098944,1.109180
-1.024172,4.754010,-6.093516,0.965005
-1.000102,4.814188,-6.088817,0.818348
-0.975733,4.870783,-6.084859,0.669600
-0.951085,4.923812,-6.081653,0.519174
-0.926175,4.973313,-6.079205,0.367497
-0.901021,5.019344,-6.077522,0.215011
-0.875641,5.061980,-6.076608,0.062163
-0.850051,5.101317,-6.076464,-0.090590
-0.824268,5.137467,-6.077089,-0.242796
-0.798308,5.170559,-6.078480,-0.394002
-0.772187,5.200734,-6.080630,-0.543763
-0.745919,5.228147,-6.083533,-0.691643
-0.719518,5.252960,-6.087178,-0.837221
-0.692997,5.275344,-6.091553,-0.980090
-0.666368,5.295475,-6.096645,-1.119858
-0.639642,5.313530,-6.102436,-1.256153
-0.612830,5.329687,-6.108909,-1.388624
-0.585940,5.344125,-6.116045,-1.516937
-0.558982,5.357016,-6.123822,-1.640778
-0.531962,5.368529,-6.132217,-1.759856
-0.504889,5.378826,-6.141206,-1.873895
-0.477767,5.388062,-6.150763,-1.982640
-0.450602,5.396383,-6.160861,-2.085854
-0.423398,5.403927,-6.171471,-2.183315
-0.396159,5.410822,-6.182566,-2.274819
-0.368888,5.417187,-6.194114,-2.360176
-0.341587,5.423130,-6.206085,-2.439210
-0.314259,5.428751,-6.218446,-2.511758
-0.286906,5.434139,-6.231165,-2.577672
-0.259527,5.439375,-6.244207,-2.636814
-0.232124,5.444531,-6.257539,-2.689058
-0.204697,5.449668,-6.271126,-2.734290
-0.177246,5.454842,-6.284933,-2.772406
-0.149771,5.460099,-6.298923,-2.803314
-0.122271,5.465476,-6.313060,-2.826932
-0.094746,5.471006,-6.327307,-2.843188
-0.067195,5.476711,-6.341628,-2.852023
-0.039617,5.482606,-6.355984,-2.853384
-0.012010,5.488701,-6.370339,-2.847233
0.015625,5.494997,-6.384654,-2.833541
0.043290,5.501486,-6.398891,-2.812289
0.070987,5.508154,-6.413013,-2.783470
0.098715,5.514978,-6.426981,-2.747086
0.126475,5.521926,-6.440757,-2.703152
0.154269,5.528958,-6.454303,-2.651694
0.182096,5.536023,-6.467582,-2.592748
0.209956,5.543061,-6.480555,-2.526365
0.237850,5.549999,-6.493186,-2.452606
0.265776,5.556755,-6.505437,-2.371546
0.293733,5.563232,-6.517271,-2.283275
0.321721,5.569323,-6.528654,-2.187897
0.349736,5.574905,-6.539548,-2.085533
0.377776,5.579844,-6.549920,-1.976321
0.405837,5.583989,-6.559734,-1.860419
0.433916,5.587177,-6.568957,-1.738005
0.462007,5.589231,-6.577558,-1.609280
0.490104,5.589960,-6.585504,-1.474469
0.518201,5.589161,-6.592765,-1.333823
0.546289,5.586619,-6.599312,-1.187622
0.574359,5.582110,-6.605118,-1.036174
0.602402,5.575401,-6.610157,-0.879816
0.630406,5.566257,-6.614404,-0.718920
0.658359,5.554435,-6.617838,-0.553884
0.686246,5.539696,-6.620437,-0.385140
0.714053,5.521803,-6.622184,-0.213149
0.741765,5.500526,-6.623063,-0.038399
0.769363,5.475645,-6.623061,0.138598
0.796830,5.446954,-6.622167,0.317309
0.824146,5.414264,-6.620374,0.497182
0.851292,5.377405,-6.617675,0.677655
0.878245,5.336231,-6.614068,0.858160
0.904986,5.290617,-6.609555,1.038125
0.931490,5.240467,-6.604138,1.216986
0.957736,5.185713,-6.597823,1.394190
0.983700,5.126311,-6.590620,1.569199
1.009359,5.062247,-6.582539,1.741498
1.034690,4.993535,-6.573595,1.910602
1.059670,4.920210,-6.563805,2.076054
1.084275,4.842336,-6.553187,2.237435
1.108483,4.759998,-6.541761,2.394363
1.132272,4.673298,-6.529552,2.546498
1.155619,4.582359,-6.516583,2.693542
