Theta1,Theta1dot, Theta2, Theta2dot
-118.389571,-15.668739,-87.579990,21.888267
-118.468779,-16.035601,-87.469145,22.853625
-118.549767,-16.308967,-87.353610,23.577067
-118.632064,-16.485273,-87.234657,23.982048
-118.715179,-16.560501,-87.113925,24.015524
-118.798601,-16.530259,-86.993299,23.657276
-118.881796,-16.390636,-86.874743,22.925891
-118.964210,-16.139726,-86.760096,21.879087
-119.045283,-15.779775,-86.650890,20.607125
-119.124468,-15.319686,-86.548183,19.219617
-119.201269,-14.776960,-86.452482,17.827749
-119.275282,-14.177436,-86.363740,16.525856
-119.346241,-13.551765,-86.281456,15.377919
-119.414034,-12.929710,-86.204827,14.413633
-119.478697,-12.335165,-86.132922,13.634043
-119.540382,-11.783999,-86.064820,13.022034
-119.599316,-11.284623,-85.999691,12.552378
-119.655763,-10.839930,-85.936836,12.198586
-119.710001,-10.449373,-85.875687,11.936510
-119.762304,-10.110591,-85.815797,11.745691
-119.812929,-9.820488,-85.756820,11.609500
-119.862122,-9.575882,-85.698489,11.514769
-119.910110,-9.373843,-85.640604,11.451274
-119.957107,-9.211861,-85.583014,11.411243
-120.003312,-9.087907,-85.525605,11.388953
-120.048916,-9.000440,-85.468292,11.380425
-120.094103,-8.948388,-85.411006,11.383210
-120.139050,-8.931118,-85.353693,11.396252
-120.183931,-8.948394,-85.296301,11.419820
-120.228921,-9.000334,-85.238776,11.455497
-120.274193,-9.087352,-85.181057,11.506212
-120.319925,-9.210078,-85.123064,11.576321
-120.366296,-9.369247,-85.064697,11.671706
-120.413490,-9.565530,-85.005825,11.799881
-120.461692,-9.799289,-84.946277,11.970054
-120.511092,-10.070232,-84.885835,12.193075
-120.561874,-10.376955,-84.824227,12.481149
-120.614217,-10.716393,-84.761117,12.847139
-120.668282,-11.083255,-84.696109,13.303276
-120.724201,-11.469631,-84.628743,13.859142
-120.782067,-11.864985,-84.558515,14.518983
-120.841918,-12.256773,-84.484908,15.278789
-120.903728,-12.631669,-84.407428,16.123916
-120.967405,-12.977082,-84.325662,17.028095
-121.032796,-13.282373,-84.239338,17.954291
-121.099693,-13.539340,-84.148373,18.857204
-121.167850,-13.741902,-84.052915,19.686832
-121.236990,-13.885313,-83.953366,20.392559
-121.306811,-13.965335,-83.850376,20.927564
-121.376992,-13.977673,-83.744830,21.253457
-121.447188,-13.917767,-83.637796,21.344887
-121.517032,-13.780955,-83.530455,21.193570
-121.586133,-13.562954,-83.424021,20.810904
-121.654081,-13.260660,-83.319635,20.228413
-121.720453,-12.873272,-83.218269,19.495494
-121.784823,-12.403654,-83.120634,18.674398
-121.846785,-11.859677,-83.027131,17.832856
-121.905976,-11.254956,-82.937818,17.035319
-121.962105,-10.608293,-82.852442,16.334493
-122.014979,-9.941543,-82.770495,15.765322
-122.064511,-9.276471,-82.691310,15.343116
-122.110722,-8.631838,-82.614151,15.065939
-122.153724,-8.021716,-82.538302,14.919643
-122.193694,-7.455282,-82.463123,14.883347
-122.230855,-6.937633,-82.388076,14.933807
-122.265452,-6.470977,-82.312741,15.048185
-122.297738,-6.055760,-82.236812,15.205464
-122.327973,-5.691533,-82.160086,15.386971
-122.356410,-5.377519,-82.082452,15.576443
-122.383300,-5.112944,-82.003877,15.759912
-122.408892,-4.897200,-81.924401,15.925572
-122.433430,-4.729894,-81.844120,16.063691
-122.457156,-4.610833,-81.763176,16.166585
-122.480315,-4.539978,-81.681751,16.228647
-122.503147,-4.517386,-81.600052,16.246398
-122.525896,-4.543151,-81.518303,16.218554
-122.548806,-4.617365,-81.436734,16.146067
-122.572120,-4.740079,-81.355566,16.032140
-122.596084,-4.911294,-81.275005,15.882210
-122.620941,-5.130939,-81.195228,15.703897
-122.646936,-5.398861,-81.116371,15.506935
-122.674313,-5.714777,-81.038521,15.303095
-122.703314,-6.078182,-80.961702,15.106094
-122.734178,-6.488177,-80.885871,14.931485
-122.767142,-6.943189,-80.810902,14.796458
-122.802431,-7.440569,-80.736583,14.719466
-122.840257,-7.976067,-80.662608,14.719508
-122.880810,-8.543285,-80.588575,14.814888
-122.924245,-9.133241,-80.513991,15.021300
-122.970670,-9.734285,-80.438287,15.349259
-123.020130,-10.332594,-80.360844,15.801183
-123.072603,-10.913319,-80.281041,16.368815
-123.127987,-11.462146,-80.198306,17.031766
-123.186113,-11.966793,-80.112177,17.757775
-123.246750,-12.417920,-80.022366,18.504717
-123.309622,-12.809215,-79.928798,19.223880
-123.374423,-13.136814,-79.831649,19.863928
-123.440831,-13.398419,-79.731352,20.375125
-123.508511,-13.592490,-79.628585,20.713667
-123.577122,-13.717701,-79.524242,20.845924
-123.646318,-13.772747,-79.419376,20.752283
-123.715744,-13.756453,-79.315128,20.429996
-123.785042,-13.668146,-79.212640,19.894429
-123.853850,-13.508279,-79.112965,19.178210
-123.921811,-13.279279,-79.016984,18.328109
-123.988581,-12.986519,-78.925336,17.399853
-124.053843,-12.639152,-78.838378,16.451429
-124.117332,-12.250324,-78.756178,15.535857
-124.178847,-11.836312,-78.678545,14.694902
-124.238274,-11.414591,-78.605085,13.955331
-124.295581,-11.001470,-78.535280,13.328627
-124.350820,-10.610218,-78.468561,12.813715
-124.404107,-10.250230,-78.404370,12.401174
-124.455602,-9.927196,-78.342200,12.077336
-124.505494,-9.643849,-78.281612,11.827370
-124.553982,-9.400875,-78.222242,11.637159
-124.601270,-9.197711,-78.163796,11.494239
-124.647558,-9.033159,-78.106044,11.388117
-124.693040,-8.905795,-78.048803,11.310265
-124.737902,-8.814232,-77.991936,11.253973
-124.782325,-8.757274,-77.935338,11.214162
-124.826481,-8.734006,-77.878926,11.187212
-124.870542,-8.743838,-77.822638,11.170828
-124.914672,-8.786527,-77.766420,11.163949
-124.959038,-8.862187,-77.710225,11.166713
-125.003807,-8.971292,-77.654001,11.180460
-125.049146,-9.114668,-77.597691,11.207793
-125.095229,-9.293475,-77.541224,11.252678
-125.142236,-9.509169,-77.484507,11.320609
-125.190352,-9.763427,-77.427418,11.418813
-125.239771,-10.058017,-77.369797,11.556500
-125.290698,-10.394567,-77.311439,11.745116
-125.343343,-10.774200,-77.252076,11.998545
-125.397921,-11.196984,-77.191370,12.333103
-125.454646,-11.661157,-77.128902,12.767106
-125.513720,-12.162177,-77.064159,13.319651
-125.575323,-12.691747,-76.996535,14.008175
-125.639586,-13.237226,-76.925339,14.844529
-125.706576,-13.781929,-76.849834,15.829775
-125.776277,-14.306740,-76.769283,16.948850
-125.848577,-14.792775,-76.683044,18.167005
-125.923273,-15.224027,-76.590658,19.429687
-126.000083,-15.588717,-76.491952,20.666143
-126.078671,-15.878848,-76.387114,21.795623
-126.158660,-16.088602,-76.276736,22.734932
-126.239646,-16.212635,-76.161826,23.406851
-126.321192,-16.245009,-76.043770,23.749374
-126.402835,-16.178974,-75.924250,23.725171
-126.484073,-16.007542,-75.805112,23.329644
-126.564370,-15.724721,-75.688202,22.595321
-126.643164,-15.327414,-75.575178,21.590550
-126.719877,-14.817908,-75.467335,20.411580
-126.793951,-14.206544,-75.365473,19.168583
-126.864885,-13.513362,-75.269840,17.967869
-126.932286,-12.767039,-75.180163,16.894531
-126.995911,-12.000456,-75.095761,16.001052
-127.055680,-11.244569,-75.015717,15.305725
-127.111665,-10.523574,-74.939038,14.799843
-127.164054,-9.853154,-74.864787,14.458632
-127.213107,-9.241396,-74.792158,14.250966
-127.259123,-8.690926,-74.720500,14.145708
-127.302410,-8.201063,-74.649319,14.114845
-127.343271,-7.769457,-74.578256,14.134544
-127.381998,-7.393156,-74.507072,14.185126
-127.418868,-7.069207,-74.435623,14.250641
-127.454140,-6.794965,-74.363843,14.318350
-127.488065,-6.568207,-74.291728,14.378287
-127.520879,-6.387151,-74.219323,14.422917
-127.552811,-6.250418,-74.146709,14.446897
-127.584085,-6.156984,-74.073993,14.446910
-127.614916,-6.106106,-74.001297,14.421553
-127.645518,-6.097275,-73.928749,14.371265
-127.676104,-6.130148,-73.856474,14.298255
-127.706882,-6.204506,-73.784584,14.206454
-127.738062,-6.320190,-73.713170,14.101459
-127.769852,-6.477039,-73.642294,13.990487
-127.802459,-6.674795,-73.571983,13.882310
-127.836089,-6.912972,-73.502215,13.787187
-127.870946,-7.190672,-73.432917,13.716740
-127.907229,-7.506320,-73.363958,13.683735
-127.945128,-7.857348,-73.295140,13.701682
-127.984821,-8.239821,-73.226198,13.784167
-128.026462,-8.648098,-73.156797,13.943798
-128.070179,-9.074626,-73.086542,14.190730
-128.116058,-9.510019,-73.014986,14.530857
-128.164138,-9.943515,-72.941658,14.963933
-128.214402,-10.363810,-72.866093,15.482062
-128.266776,-10.760087,-72.787870,16.069013
-128.321132,-11.122930,-72.706656,16.700623
-128.377295,-11.444856,-72.622244,17.346242
-128.435055,-11.720347,-72.534585,17.970911
-128.494173,-11.945494,-72.443809,18.537935
-128.554392,-12.117451,-72.350227,19.011612
-128.615442,-12.233921,-72.254331,19.360011
-128.677042,-12.292791,-72.156769,19.557715
-128.738900,-12.291970,-72.058309,19.588360
-128.800714,-12.229429,-71.959796,19.446690
-128.862172,-12.103426,-71.862091,19.139776
-128.922955,-11.912906,-71.766014,18.687100
-128.982739,-11.658072,-71.672277,18.119289
-129.041205,-11.341103,-71.581433,17.475497
-129.098045,-10.966905,-71.493837,16.799587
-129.152978,-10.543668,-71.409623,16.135484
-129.205767,-10.082909,-71.328708,15.522320
-129.256234,-9.598739,-71.250819,14.990294
-129.304272,-9.106399,-71.175538,14.558182
-129.349848,-8.620494,-71.102363,14.233068
-129.393003,-8.153498,-71.030761,14.012081
-129.433837,-7.714947,-70.960215,13.885258
-129.472494,-7.311375,-70.890263,13.838556
-129.509153,-6.946756,-70.820514,13.856297
-129.544008,-6.623167,-70.750653,13.922822
-129.577266,-6.341438,-70.680445,14.023430
-129.609135,-6.101680,-70.609727,14.144818
-129.639827,-5.903671,-70.538400,14.275227
-129.669551,-5.747097,-70.466426,14.404452
-129.698514,-5.631699,-70.393816,14.523810
-129.726923,-5.557350,-70.320623,14.626121
-129.754985,-5.524081,-70.246937,14.705711
-129.782906,-5.532087,-70.172874,14.758453
-129.810895,-5.581725,-70.098571,14.781826
-129.839162,-5.673504,-70.024175,14.774999
-129.867919,-5.808078,-69.949838,14.738914
-129.897381,-5.986248,-69.875704,14.676385
-129.927771,-6.208958,-69.801903,14.592188
-129.959313,-6.477287,-69.728539,14.493171
-129.992237,-6.792417,-69.655680,14.388377
-130.026781,-7.155561,-69.583348,14.289185
-130.063187,-7.567812,-69.511503,14.209458
-130.101703,-8.029876,-69.440037,14.165676
-130.142581,-8.541634,-69.368755,14.176941
-130.186070,-9.101506,-69.297363,14.264702
-130.232409,-9.705605,-69.225461,14.451916
-130.281816,-10.346795,-69.152532,14.761288
-130.334471,-11.013913,-69.077945,15.212262
-130.390491,-11.691603,-69.000979,15.816714
-130.449917,-12.361194,-68.920861,16.573949
-130.512692,-13.002768,-68.836835,17.466339
-130.578664,-13.597862,-68.748245,18.457259
-130.647586,-14.131727,-68.654634,19.492316
-130.719143,-14.594230,-68.555827,20.503603
-130.792973,-14.979236,-68.451997,21.415844
-130.868684,-15.283132,-68.343694,22.153419
-130.945865,-15.503333,-68.231846,22.647862
-131.024096,-15.637290,-68.117715,22.845609
-131.102941,-15.682181,-68.002817,22.715376
-131.181949,-15.635190,-67.888808,22.253903
-131.260656,-15.494279,-67.777338,21.488491
-131.338589,-15.259387,-67.669903,20.475134
-131.415274,-14.934024,-67.567701,19.291893
-131.490258,-14.526998,-67.471527,18.028176
-131.563138,-14.053548,-67.381726,16.771578
-131.633588,-13.534825,-67.298211,15.595071
-131.701396,-12.995162,-67.220538,14.548122
-131.766472,-12.458027,-67.148035,13.654458
-131.828843,-11.942529,-67.079923,12.916195
-131.888627,-11.461816,-67.015423,12.321268
-131.946008,-11.023346,-66.953825,11.850702
-132.001203,-10.630183,-66.894515,11.483842
-132.054442,-10.282491,-66.836983,11.201306
-132.105954,-9.978778,-66.780817,10.986274
-132.155961,-9.716776,-66.725685,10.824791
-132.204672,-9.493992,-66.671328,10.705603
-132.252283,-9.308034,-66.617538,10.619818
-132.298979,-9.156774,-66.564152,10.560547
-132.344934,-9.038433,-66.511042,10.522584
-132.390313,-8.951604,-66.458102,10.502158
-132.435274,-8.895256,-66.405248,10.496740
-132.479969,-8.868714,-66.352404,10.504916
-132.524549,-8.871640,-66.299502,10.526316
-132.569161,-8.904005,-66.246477,10.561578
-132.613954,-8.966056,-66.193257,10.612365
-132.659078,-9.058267,-66.139763,10.681404
-132.704683,-9.181280,-66.085901,10.772569
-132.750925,-9.335804,-66.031555,10.890968
-132.797962,-9.522483,-65.976587,11.043039
-132.845957,-9.741685,-65.920820,11.236607
-132.895071,-9.993223,-65.864042,11.480838
-132.945465,-10.275976,-65.805992,11.786014
-132.997296,-10.587438,-65.746356,12.162973
-133.050704,-10.923250,-65.684770,12.622079
-133.105807,-11.276842,-65.620814,13.171597
-133.162689,-11.639379,-65.554036,13.815511
-133.221389,-12.000178,-65.483962,14.551069
-133.281892,-12.347653,-65.410141,15.366646
-133.344125,-12.670551,-65.332185,16.240628
-133.407958,-12.959071,-65.249822,17.141764
-133.473216,-13.205422,-65.162938,18.030972
-133.539683,-13.403723,-65.071624,18.864144
-133.607115,-13.549409,-64.976187,19.595509
-133.675244,-13.638523,-64.877170,20.181304
-133.743782,-13.667156,-64.775326,20.583690
-133.812423,-13.631174,-64.671597,20.774770
-133.880837,-13.526245,-64.567052,20.740327
-133.948674,-13.348153,-64.462824,20.482684
-134.015564,-13.093354,-64.360021,20.021985
-134.081119,-12.759800,-64.259637,19.395376
-134.144945,-12.348009,-64.162471,18.653854
-134.206651,-11.862260,-64.069062,17.856933
-134.265873,-11.311591,-63.979646,17.065669
-134.322297,-10.710045,-63.894158,16.335084
-134.375680,-10.075694,-63.812267,15.707537
-134.425872,-9.428423,-63.733440,15.208755
-134.472822,-8.787200,-63.657026,14.847530
-134.516570,-8.167828,-63.582341,14.618642
-134.557233,-7.581868,-63.508731,14.507441
-134.594984,-7.036710,-63.435620,14.494375
-134.630028,-6.536379,-63.362529,14.558426
-134.662591,-6.082555,-63.289087,14.679219
-134.692906,-5.675503,-63.215019,14.838073
-134.721206,-5.314775,-63.140147,15.018371
-134.747723,-4.999671,-63.064372,15.205583
-134.772685,-4.729502,-62.987667,15.387160
-134.796317,-4.503726,-62.910068,15.552416
-134.818841,-4.321982,-62.831663,15.692446
-134.840479,-4.184075,-62.752584,15.800101
-134.861451,-4.089931,-62.672997,15.870001
-134.881976,-4.039544,-62.593093,15.898578
-134.902276,-4.032921,-62.513084,15.884117
-134.922569,-4.070037,-62.433184,15.826790
-134.943077,-4.150801,-62.353609,15.728658
-134.964019,-4.275042,-62.274562,15.593645
-134.985615,-4.442493,-62.196224,15.427473
-135.008081,-4.652790,-62.118749,15.237583
-135.031635,-4.905460,-62.042249,15.033036
-135.056489,-5.199882,-61.966791,14.824405
-135.082855,-5.535217,-61.892389,14.623666
-135.110938,-5.910276,-61.818994,14.444066
-135.140940,-6.323303,-61.746490,14.299918
-135.173051,-6.771687,-61.674686,14.206272
-135.207449,-7.251601,-61.603319,14.178338
-135.244289,-7.757626,-61.532045,14.230564
-135.283700,-8.282476,-61.460450,14.375277
-135.325772,-8.816952,-61.388059,14.620921
-135.370545,-9.350269,-61.314361,14.970090
-135.418007,-9.870803,-61.238832,15.417752
-135.468084,-10.367126,-61.160984,15.950155
-135.520646,-10.829066,-61.080402,16.544799
-135.575512,-11.248456,-60.996791,17.171541
-135.632463,-11.619381,-60.910013,17.794640
-135.691249,-11.937949,-60.820112,18.375338
-135.751605,-12.201753,-60.727328,18.874709
-135.813252,-12.409287,-60.632096,19.256579
-135.875907,-12.559464,-60.535029,19.490436
-135.939279,-12.651330,-60.436887,19.554191
-136.003075,-12.683992,-60.338536,19.436518
-136.066997,-12.656725,-60.240889,19.138443
-136.130744,-12.569250,-60.144846,18.673837
-136.194014,-12.422170,-60.051230,18.068571
-136.256509,-12.217547,-59.960726,17.358291
-136.317943,-11.959560,-59.873837,16.584949
-136.378052,-11.655088,-59.790854,15.792401
-136.436610,-11.313928,-59.711847,15.021622
-136.493438,-10.948367,-59.636688,14.306346
-136.548423,-10.572035,-59.565082,13.670068
-136.601518,-10.198322,-59.496625,13.125123
-136.652741,-9.838900,-59.430855,12.673843
-136.702172,-9.502810,-59.367304,12.311092
-136.749929,-9.196248,-59.305533,12.027178
-136.796163,-8.922882,-59.245150,11.810369
-136.841042,-8.684432,-59.185825,11.648679
-136.884743,-8.481283,-59.127287,11.530929
-136.927442,-8.313012,-59.069321,11.447260
-136.969315,-8.178785,-59.011758,11.389308
-137.010533,-8.077625,-58.954474,11.350195
-137.051261,-8.008594,-58.897377,11.324432
-137.091661,-7.970903,-58.840401,11.307809
-137.131891,-7.963974,-58.783503,11.297288
-137.172105,-7.987482,-58.726651,11.290932
-137.212457,-8.041371,-58.669826,11.287852
-137.253101,-8.125872,-58.613010,11.288197
-137.294189,-8.241506,-58.556184,11.293173
-137.335881,-8.389086,-58.499322,11.305099
-137.378337,-8.569712,-58.442388,11.327502
-137.421724,-8.784747,-58.385324,11.365253
-137.466217,-9.035777,-58.328047,11.424739
-137.511997,-9.324515,-58.270442,11.514086
-137.559254,-9.652647,-58.212352,11.643393
-137.608187,-10.021575,-58.153565,11.824955
-137.659000,-10.432003,-58.093808,12.073377
-137.711901,-10.883347,-58.032733,12.405436
-137.767091,-11.372955,-57.969906,12.839416
-137.824757,-11.895191,-57.904804,13.393585
-137.885055,-12.440648,-57.836813,14.083449
-137.948089,-12.995849,-57.765246,14.917666
-138.013898,-13.543947,-57.689385,15.893092
-138.082431,-14.066591,-57.608536,16.990252
-138.153550,-14.546503,-57.522118,18.170972
-138.227033,-14.969675,-57.429751,19.379328
-138.302591,-15.326158,-57.331348,20.545748
-138.379886,-15.609322,-57.227171,21.593083
-138.458549,-15.814298,-57.117872,22.443698
-138.538185,-15.936501,-57.004488,23.027288
-138.618376,-15.970798,-56.888398,23.289317
-138.698674,-15.911415,-56.771240,23.199374
-138.778606,-15.752507,-56.654785,22.757896
-138.857664,-15.489294,-56.540778,21.999289
-138.935322,-15.119726,-56.430771,20.989864
-139.011044,-14.646656,-56.325963,19.820044
-139.084312,-14.080094,-56.227091,18.591539
-139.154668,-13.438528,-56.134382,17.401589
-139.221751,-12.747895,-56.047585,16.327925
-139.285333,-12.037716,-55.966079,15.419077
-139.345337,-11.335823,-55.889018,14.693105
-139.401822,-10.664177,-55.815484,14.143826
-139.454951,-10.037270,-55.744601,13.750291
-139.504957,-9.462808,-55.675604,13.485354
-139.552106,-8.943501,-55.607865,13.321415
-139.596678,-8.478927,-55.540893,13.233383
-139.638946,-8.067007,-55.474322,13.199767
-139.679175,-7.704979,-55.407890,13.202755
-139.717613,-7.389985,-55.341426,13.227870
-139.754496,-7.119381,-55.274825,13.263509
-139.790046,-6.890876,-55.208042,13.300523
-139.824473,-6.702573,-55.141075,13.331873
-139.857978,-6.552956,-55.073958,13.352371
-139.890755,-6.440858,-55.006747,13.358498
-139.922992,-6.365413,-54.939516,13.348272
-139.954874,-6.326007,-54.872350,13.321161
-139.986580,-6.322233,-54.805332,13.278020
-140.018291,-6.353845,-54.738544,13.221045
-140.050184,-6.420714,-54.672052,13.153736
-140.082437,-6.522772,-54.605906,13.080872
-140.115227,-6.659943,-54.540131,13.008486
-140.148730,-6.832059,-54.474720,12.943831
-140.183123,-7.038730,-54.409630,12.895329
-140.218580,-7.279173,-54.344773,12.872468
-140.255270,-7.551992,-54.280015,12.885609
-140.293356,-7.854910,-54.215167,12.945631
-140.332988,-8.184481,-54.149985,13.063349
-140.374298,-8.535837,-54.084174,13.248640
-140.417393,-8.902555,-54.017386,13.509255
-140.462346,-9.276753,-53.949239,13.849397
-140.509189,-9.649466,-53.879330,14.268289
-140.557910,-10.011297,-53.807267,14.759042
-140.608448,-10.353205,-53.732692,15.308141
-140.660696,-10.667207,-53.655325,15.895749
-140.714509,-10.946804,-53.574985,16.496775
-140.769709,-11.187046,-53.491621,17.082516
-140.826095,-11.384285,-53.405331,17.622610
-140.883448,-11.535786,-53.316362,18.087116
-140.941533,-11.639320,-53.225113,18.448658
-141.000109,-11.692861,-53.132116,18.684539
-141.058920,-11.694421,-53.038015,18.778757
-141.117704,-11.642042,-52.943526,18.723722
-141.176189,-11.533914,-52.849399,18.521445
-141.234092,-11.368635,-52.756366,18.183968
-141.291128,-11.145592,-52.665093,17.732852
-141.347006,-10.865467,-52.576131,17.197665
-141.401444,-10.530819,-52.489881,16.613521
-141.454171,-10.146639,-52.406564,16.017845
-141.504946,-9.720670,-52.326217,15.446692
-141.553567,-9.263276,-52.248696,14.931127
-141.599886,-8.786715,-52.173710,14.494334
-141.643815,-8.303928,-52.100858,14.150079
-141.685331,-7.827175,-52.029674,13.902807
-141.724470,-7.366937,-51.959676,13.749125
-141.761320,-6.931338,-51.890401,13.680044
-141.796007,-6.526102,-51.821435,13.683268
-141.828683,-6.154893,-51.752422,13.745075
-141.859521,-5.819821,-51.683079,13.851611
-141.888702,-5.521946,-51.613189,13.989659
-141.916411,-5.261706,-51.542602,14.147016
-141.942837,-5.039225,-51.471226,14.312644
-141.968169,-4.854521,-51.399028,14.476707
-141.992597,-4.707628,-51.326019,14.630567
-142.016310,-4.598653,-51.252256,14.766789
-142.039500,-4.527799,-51.177831,14.879172
-142.062358,-4.495358,-51.102867,14.962801
-142.085078,-4.501701,-51.027511,15.014121
-142.107854,-4.547253,-50.951926,15.031024
-142.130886,-4.632478,-50.876286,15.012934
-142.154372,-4.757874,-50.800765,14.960883
-142.178516,-4.923964,-50.725534,14.877582
-142.203523,-5.131298,-50.650746,14.767469
-142.229601,-5.380458,-50.576531,14.636753
-142.256963,-5.672041,-50.502988,14.493462
-142.285822,-6.006624,-50.430174,14.347485
-142.316396,-6.384679,-50.358093,14.210628
-142.348905,-6.806408,-50.286691,14.096650
-142.383568,-7.271481,-50.215840,14.021240
-142.420605,-7.778628,-50.145334,14.001845
-142.460226,-8.325096,-50.074878,14.057180
-142.502625,-8.906014,-50.004080,14.206232
-142.547972,-9.513776,-49.932457,14.466517
-142.596395,-10.137705,-49.859436,14.851493
-142.647965,-10.764255,-49.784383,15.367285
-142.702684,-11.377997,-49.706643,16.009327
-142.760476,-11.963268,-49.625591,16.759878
-142.821187,-12.506028,-49.540700,17.587318
-142.884595,-12.995244,-49.451614,18.447612
-142.950423,-13.423340,-49.358206,19.287578
-143.018360,-13.785710,-49.260616,20.049254
-143.088074,-14.079735,-49.159281,20.674754
-143.159219,-14.303759,-49.054923,21.111375
-143.231444,-14.456384,-48.948523,21.316762
-143.304388,-14.536154,-48.841265,21.263797
-143.377683,-14.541625,-48.734457,20.944502
-143.450955,-14.471735,-48.629434,20.372108
-143.523825,-14.326437,-48.527448,19.580581
-143.595913,-14.107573,-48.429572,18.621306
-143.666849,-13.819933,-48.336609,17.557176
-143.736291,-13.472220,-48.249043,16.454771
-143.803943,-13.077426,-48.167025,15.375843
-143.869576,-12.652038,-48.090401,14.369831
-143.933045,-12.214006,-48.018779,13.469332
-143.994298,-11.780177,-47.951612,12.689647
-144.053366,-11.364232,-47.888287,12.031863
-144.110347,-10.975786,-47.828194,11.487613
-144.165383,-10.620567,-47.770766,11.043679
-144.218646,-10.301224,-47.715508,10.685391
-144.270319,-10.018272,-47.661997,10.398671
-144.320585,-9.770931,-47.609879,10.171027
-144.369624,-9.557740,-47.558866,9.991888
-144.417607,-9.376973,-47.508718,9.852576
-144.464697,-9.226900,-47.459240,9.746130
-144.511049,-9.105936,-47.410271,9.667085
-144.556808,-9.012719,-47.361676,9.611259
-144.602113,-8.946153,-47.313339,9.575574
-144.647099,-8.905416,-47.265162,9.557920
-144.691894,-8.889966,-47.217054,9.557054
-144.736627,-8.899525,-47.168932,9.572540
-144.781422,-8.934073,-47.120713,9.604723
-144.826406,-8.993829,-47.072312,9.654729
-144.871706,-9.079221,-47.023638,9.724507
-144.917450,-9.190858,-46.974590,9.816879
-144.963771,-9.329469,-46.925052,9.935630
-145.010804,-9.495824,-46.874887,10.085597
-145.058689,-9.690609,-46.823935,10.272764
-145.107568,-9.914242,-46.772005,10.504314
-145.157586,-10.166620,-46.718868,10.788596
-145.208885,-10.446783,-46.664252,11.134917
-145.261603,-10.752501,-46.607842,11.553037
-145.315865,-11.079851,-46.549270,12.052236
-145.371775,-11.422878,-46.488127,12.639841
-145.429407,-11.773524,-46.423968,13.319219
-145.488792,-12.121975,-46.356336,14.087479
-145.549913,-12.457495,-46.284793,14.933421
-145.612701,-12.769568,-46.208966,15.836355
-145.677033,-13.048950,-46.128587,16.766283
-145.742740,-13.288242,-46.043547,17.685457
-145.809620,-13.481831,-45.953927,18.550936
-145.877441,-13.625342,-45.860026,19.317721
-145.945949,-13.714962,-45.762367,19.942220
-146.014870,-13.746885,-45.661691,20.386009
-146.083911,-13.717037,-45.558925,20.619754
-146.152758,-13.621084,-45.455134,20.626983
-146.221074,-13.454711,-45.351457,20.407109
-146.288504,-13.214130,-45.249023,19.977025
-146.354670,-12.896836,-45.148867,19.370697
-146.419188,-12.502597,-45.051840,18.636488
-146.481673,-12.034602,-44.958545,17.832298
-146.541760,-11.500506,-44.869294,17.018974
-146.599127,-10.912875,-44.784093,16.252919
-146.653517,-10.288507,-44.702676,15.579295
-146.704759,-9.646524,-44.624558,15.027507
-146.752779,-9.005749,-44.549121,14.610135
-146.797594,-8.382350,-44.475693,14.325208
-146.839300,-7.788513,-44.403617,14.160468
-146.878050,-7.232267,-44.332304,14.097916
-146.914034,-6.718137,-44.261255,14.117449
-146.947466,-6.248101,-44.190071,14.199217
-146.978567,-5.822535,-44.118451,14.324869
-147.007558,-5.440941,-44.046188,14.478038
-147.034659,-5.102459,-43.973152,14.644418
-147.060087,-4.806174,-43.899285,14.811661
-147.084051,-4.551279,-43.824590,14.969233
-147.106759,-4.337140,-43.749121,15.108289
-147.128416,-4.163302,-43.672977,15.221594
-147.149224,-4.029456,-43.596291,15.303494
-147.169384,-3.935392,-43.519224,15.349914
-147.189095,-3.880950,-43.441956,15.358364
-147.208557,-3.865969,-43.364679,15.327959
-147.227968,-3.890255,-43.287589,15.259407
-147.247526,-3.953548,-43.210875,15.154983
-147.267428,-4.055506,-43.134717,15.018478
-147.287867,-4.195702,-43.059272,14.855117
-147.309036,-4.373611,-42.984672,14.671468
-147.331126,-4.588600,-42.911014,14.475335
-147.354324,-4.839907,-42.838356,14.275647
-147.378812,-5.126578,-42.766709,14.082350
-147.404768,-5.447379,-42.696033,13.906274
-147.432365,-5.800647,-42.626234,13.758962
-147.461767,-6.184093,-42.557159,13.652413
-147.493124,-6.594561,-42.488594,13.598670
-147.526571,-7.027782,-42.420264,13.609196
-147.562220,-7.478172,-42.351836,13.693983
-147.600154,-7.938778,-42.282930,13.860403
-147.640420,-8.401438,-42.213129,14.111905
-147.683023,-8.857212,-42.142002,14.446770
-147.727920,-9.297020,-42.069133,14.857222
-147.775025,-9.712382,-41.994147,15.329131
-147.824209,-10.096026,-41.916746,15.842458
-147.875306,-10.442243,-41.836737,16.372354
-147.928124,-10.746908,-41.754054,16.890739
-147.982449,-11.007240,-41.668775,17.368142
-148.038057,-11.221428,-41.581125,17.775635
-148.094712,-11.388250,-41.491476,18.086799
-148.152177,-11.506771,-41.400326,18.279639
-148.210206,-11.576172,-41.308283,18.338364
-148.268552,-11.595698,-41.216028,18.254884
-148.326964,-11.564731,-41.124277,18.029809
-148.385188,-11.482971,-41.033736,17.672781
-148.442970,-11.350715,-40.945059,17.202004
-148.500057,-11.169235,-40.858803,16.642926
-148.556205,-10.941231,-40.775391,16.026139
-148.611183,-10.671268,-40.695095,15.384645
